timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 00:32:26,1,3.3,0.099,0.325,25.0,50.0
2025-01-01 00:32:51,1,3.29,0.1,0.328,25.2,50.0
2025-01-01 00:33:07,1,3.31,0.101,0.336,25.0,50.0
2025-01-01 00:33:19,1,3.3,0.101,0.334,24.9,50.0
2025-01-01 00:33:27,1,3.3,0.099,0.325,25.0,50.0
2025-01-01 00:33:38,1,3.31,0.1,0.332,25.0,50.0
2025-01-01 00:34:01,1,3.3,0.098,0.323,25.2,50.0
2025-01-01 00:34:09,1,3.31,0.099,0.328,25.0,50.0
2025-01-01 00:34:17,1,3.31,0.101,0.335,24.9,50.0
2025-01-01 00:34:33,1,3.3,0.101,0.334,25.0,50.0
2025-01-01 00:34:48,1,3.31,0.099,0.328,24.9,50.0
2025-01-01 00:34:56,1,3.29,0.101,0.331,25.2,50.0
2025-01-01 00:35:08,1,3.3,0.099,0.326,25.1,50.0
2025-01-01 00:35:22,1,3.29,0.1,0.33,25.1,50.0
2025-01-01 00:35:31,1,3.31,0.099,0.328,25.1,50.0
2025-01-01 00:35:42,1,3.3,0.101,0.333,24.8,50.0
2025-01-01 00:35:50,1,3.3,0.102,0.336,25.2,50.0
2025-01-01 00:36:09,1,3.31,0.1,0.329,25.0,50.0
2025-01-01 00:36:18,1,3.29,0.098,0.323,25.0,50.0
2025-01-01 00:36:26,1,3.3,0.099,0.327,25.2,50.0
2025-01-01 00:36:38,1,3.3,0.102,0.337,24.8,50.0
2025-01-01 00:36:53,1,3.31,0.1,0.331,24.9,50.0
2025-01-01 00:37:02,1,3.3,0.101,0.335,25.1,50.0
2025-01-01 00:37:09,1,3.31,0.1,0.332,24.9,50.0
2025-01-01 00:37:18,1,3.3,0.101,0.334,25.0,50.0
2025-01-01 00:37:36,1,3.31,0.099,0.328,25.1,50.0
2025-01-01 00:37:44,1,3.3,0.099,0.328,25.2,50.0
2025-01-01 00:37:53,1,3.31,0.098,0.324,24.8,50.0
2025-01-01 00:38:00,1,3.3,0.099,0.326,24.8,50.0
2025-01-01 00:38:09,1,3.31,0.099,0.327,25.2,50.0
