timestamp,time_seq,voltage,current,power,temperature,frequency
2025-07-09T23:49:13.766926,10,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:13.767097,11,3.6,0.108,0.3888,25.0,50.0
2025-07-09T23:49:13.767170,12,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:13.767222,13,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:13.767272,14,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:13.767330,15,3.6,0.111,0.3996,25.0,50.0
2025-07-09T23:49:13.767377,16,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:13.767431,17,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:13.767485,18,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:13.767542,19,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:14.236451,11,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:14.236731,12,3.6,0.108,0.3888,25.0,50.0
2025-07-09T23:49:14.236889,13,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:14.237170,14,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:14.237359,15,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:14.237497,16,3.6,0.111,0.3996,25.0,50.0
2025-07-09T23:49:14.237627,17,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:14.237754,18,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:14.237894,19,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:14.238022,20,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:14.238269,21,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:15.196486,21,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.196952,22,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:15.197283,23,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.197454,24,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.197580,25,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.197709,26,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.197839,27,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.197979,28,3.6,0.108,0.3888,25.0,50.0
2025-07-09T23:49:15.198122,29,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.198244,30,3.6,0.107,0.3852,25.0,50.0
2025-07-09T23:49:15.724690,22,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.724977,23,3.6,0.11,0.396,25.0,50.0
2025-07-09T23:49:15.725121,24,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.725279,25,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.725430,26,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.727060,27,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.727171,28,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.727222,29,3.6,0.108,0.3888,25.0,50.0
2025-07-09T23:49:15.727397,30,3.6,0.109,0.3924,25.0,50.0
2025-07-09T23:49:15.727522,31,3.6,0.107,0.3852,25.0,50.0
2025-07-09T23:49:15.727612,32,3.6,0.107,0.3852,25.0,50.0
2025-07-09T23:49:16.616595,32,3.6,0.107,0.3852,25.0,50.0
2025-07-09T23:49:16.616901,33,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:16.617059,34,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:16.617105,35,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:16.617172,36,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:16.617209,37,3.6,0.104,0.3744,25.0,50.0
2025-07-09T23:49:16.617241,38,3.6,0.104,0.3744,25.0,50.0
2025-07-09T23:49:16.617284,39,3.6,0.104,0.3744,25.0,50.0
2025-07-09T23:49:16.617338,40,3.6,0.102,0.36719999999999997,25.0,50.0
2025-07-09T23:49:16.617391,41,3.6,0.102,0.36719999999999997,25.0,50.0
2025-07-09T23:49:17.124584,33,3.6,0.107,0.3852,25.0,50.0
2025-07-09T23:49:17.125284,34,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:17.125747,35,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:17.126085,36,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:17.126437,37,3.6,0.106,0.3816,25.0,50.0
2025-07-09T23:49:17.127860,38,3.6,0.104,0.3744,25.0,50.0
2025-07-09T23:49:17.128175,39,3.6,0.104,0.3744,25.0,50.0
2025-07-09T23:49:17.128862,40,3.6,0.104,0.3744,25.0,50.0
2025-07-09T23:49:17.129544,41,3.6,0.102,0.36719999999999997,25.0,50.0
2025-07-09T23:49:17.129949,42,3.6,0.102,0.36719999999999997,25.0,50.0
2025-07-09T23:49:17.130424,43,3.6,0.101,0.36360000000000003,25.0,50.0
2025-07-09T23:49:18.074162,43,3.6,0.1,0.36000000000000004,25.0,50.0
2025-07-09T23:49:18.074642,44,3.6,0.1,0.36000000000000004,25.0,50.0
2025-07-09T23:49:18.074951,45,3.6,0.1,0.36000000000000004,25.0,50.0
2025-07-09T23:49:18.075117,46,3.6,0.098,0.3528,25.0,50.0
2025-07-09T23:49:18.075257,47,3.6,0.099,0.35640000000000005,25.0,50.0
2025-07-09T23:49:18.075418,48,3.6,0.097,0.3492,25.0,50.0
2025-07-09T23:49:18.075554,49,3.6,0.098,0.3528,25.0,50.0
2025-07-09T23:49:18.075762,50,3.6,0.096,0.3456,25.0,50.0
2025-07-09T23:49:18.076016,51,3.6,0.095,0.342,25.0,50.0
2025-07-09T23:49:18.076232,52,3.6,0.096,0.3456,25.0,50.0
2025-07-09T23:49:18.646204,44,3.6,0.1,0.36000000000000004,25.0,50.0
2025-07-09T23:49:18.646482,45,3.6,0.1,0.36000000000000004,25.0,50.0
2025-07-09T23:49:18.646634,46,3.6,0.1,0.36000000000000004,25.0,50.0
2025-07-09T23:49:18.646760,47,3.6,0.098,0.3528,25.0,50.0
2025-07-09T23:49:18.646878,48,3.6,0.099,0.35640000000000005,25.0,50.0
2025-07-09T23:49:18.646980,49,3.6,0.097,0.3492,25.0,50.0
2025-07-09T23:49:18.647079,50,3.6,0.098,0.3528,25.0,50.0
2025-07-09T23:49:18.647117,51,3.6,0.096,0.3456,25.0,50.0
2025-07-09T23:49:18.647159,52,3.6,0.095,0.342,25.0,50.0
2025-07-09T23:49:18.647217,53,3.6,0.096,0.3456,25.0,50.0
2025-07-09T23:49:18.647400,54,3.6,0.096,0.3456,25.0,50.0
2025-07-09T23:49:19.686201,54,3.6,0.093,0.3348,25.0,50.0
2025-07-09T23:49:19.686477,55,3.6,0.094,0.33840000000000003,25.0,50.0
2025-07-09T23:49:19.686605,56,3.6,0.093,0.3348,25.0,50.0
2025-07-09T23:49:19.686647,57,3.6,0.093,0.3348,25.0,50.0
2025-07-09T23:49:19.686682,58,3.6,0.092,0.3312,25.0,50.0
2025-07-09T23:49:19.686726,59,3.6,0.092,0.3312,25.0,50.0
2025-07-09T23:49:19.686760,60,3.6,0.092,0.3312,25.0,50.0
2025-07-09T23:49:19.686797,61,3.6,0.092,0.3312,25.0,50.0
2025-07-09T23:49:19.686835,62,3.6,0.091,0.3276,25.0,50.0
