timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 16:10:31,1,3.31,0.099,0.328,24.9,50.0
2025-01-01 16:14:01,1,3.29,0.1,0.328,25.2,50.0
2025-01-01 16:14:10,1,3.3,0.1,0.331,25.2,50.0
2025-01-01 16:14:17,1,3.31,0.098,0.324,24.9,50.0
2025-01-01 16:14:25,1,3.3,0.098,0.324,25.0,50.0
2025-01-01 16:14:34,1,3.3,0.102,0.336,25.0,50.0
2025-01-01 16:14:43,1,3.3,0.1,0.33,25.0,50.0
2025-01-01 16:15:24,1,3.3,0.1,0.33,24.8,50.0
2025-01-01 16:15:34,1,3.3,0.099,0.327,25.2,50.0
2025-01-01 16:15:42,1,3.3,0.101,0.335,24.9,50.0
2025-01-01 16:15:50,1,3.31,0.1,0.331,24.8,50.0
2025-01-01 16:15:58,1,3.29,0.099,0.325,25.1,50.0
2025-01-01 16:16:06,1,3.3,0.1,0.331,25.2,50.0
2025-01-01 16:16:21,1,3.31,0.099,0.329,24.9,50.0
2025-01-01 16:16:34,1,3.3,0.1,0.33,25.0,50.0
2025-01-01 16:16:51,1,3.29,0.099,0.324,25.1,50.0
2025-01-01 16:17:01,1,3.3,0.099,0.326,25.1,50.0
2025-01-01 16:17:08,1,3.29,0.101,0.332,24.9,50.0
2025-01-01 16:17:16,1,3.3,0.102,0.336,25.1,50.0
2025-01-01 16:17:24,1,3.31,0.101,0.334,24.9,50.0
2025-01-01 16:17:35,1,3.29,0.101,0.334,25.1,50.0
2025-01-01 16:17:43,1,3.3,0.098,0.323,25.1,50.0
2025-01-01 16:17:58,1,3.31,0.098,0.324,25.0,50.0
2025-01-01 16:18:05,1,3.29,0.101,0.332,25.1,50.0
2025-01-01 16:18:14,1,3.3,0.098,0.324,25.1,50.0
2025-01-01 16:18:25,1,3.29,0.101,0.331,25.1,50.0
2025-01-01 16:18:32,1,3.31,0.099,0.328,25.1,50.0
2025-01-01 16:18:42,1,3.29,0.1,0.33,25.2,50.0
2025-01-01 16:18:56,1,3.3,0.102,0.336,25.1,50.0
2025-01-01 16:19:03,1,3.31,0.099,0.326,25.1,50.0
