timestamp,seq_num,voltage,current,power
2025-07-03T18:57:13.987376,10,3.296,0.108,0.35596799999999995
2025-07-03T18:57:13.987546,11,3.299,0.109,0.359591
2025-07-03T18:57:13.987602,12,3.313,0.108,0.357804
2025-07-03T18:57:13.987633,13,3.313,0.11,0.36443000000000003
2025-07-03T18:57:13.987672,14,3.311,0.11,0.36421
2025-07-03T18:57:13.987700,15,3.321,0.109,0.361989
2025-07-03T18:57:13.987725,16,3.314,0.109,0.361226
2025-07-03T18:57:13.987751,17,3.331,0.109,0.363079
2025-07-03T18:57:13.987776,18,3.333,0.109,0.36329700000000004
2025-07-03T18:57:13.987801,19,3.332,0.109,0.36318799999999996
2025-07-03T18:57:14.543908,11,3.296,0.108,0.35596799999999995
2025-07-03T18:57:14.544080,12,3.299,0.109,0.359591
2025-07-03T18:57:14.545624,13,3.313,0.108,0.357804
2025-07-03T18:57:14.545858,14,3.313,0.11,0.36443000000000003
2025-07-03T18:57:14.546032,15,3.311,0.11,0.36421
2025-07-03T18:57:14.546202,16,3.321,0.109,0.361989
2025-07-03T18:57:14.546374,17,3.314,0.109,0.361226
2025-07-03T18:57:14.546544,18,3.331,0.109,0.363079
2025-07-03T18:57:14.546710,19,3.333,0.109,0.36329700000000004
2025-07-03T18:57:14.546874,20,3.332,0.109,0.36318799999999996
2025-07-03T18:57:14.547034,21,3.332,0.11,0.36652
