timestamp,time_seq,voltage,current,power,temperature,frequency
2025-07-10T00:09:23.866153,10,23.295,0.108,2.51586,25.0,50.0
2025-07-10T00:09:23.866507,11,23.297,0.108,2.516076,25.0,50.0
2025-07-10T00:09:23.866721,12,23.307,0.109,2.540463,25.0,50.0
2025-07-10T00:09:23.866903,13,23.317,0.109,2.541553,25.0,50.0
2025-07-10T00:09:23.867056,14,23.304,0.109,2.540136,25.0,50.0
2025-07-10T00:09:23.867197,15,23.321,0.11,2.56531,25.0,50.0
2025-07-10T00:09:23.867245,16,23.313,0.109,2.541117,25.0,50.0
2025-07-10T00:09:23.867441,17,23.321,0.109,2.541989,25.0,50.0
2025-07-10T00:09:23.867611,18,23.321,0.109,2.541989,25.0,50.0
2025-07-10T00:09:23.867763,19,23.327,0.111,2.589297,25.0,50.0
2025-07-10T00:09:24.332273,11,23.295,0.108,2.51586,25.0,50.0
2025-07-10T00:09:24.332532,12,23.297,0.108,2.516076,25.0,50.0
2025-07-10T00:09:24.332639,13,23.307,0.109,2.540463,25.0,50.0
2025-07-10T00:09:24.332718,14,23.317,0.109,2.541553,25.0,50.0
2025-07-10T00:09:24.332790,15,23.304,0.109,2.540136,25.0,50.0
2025-07-10T00:09:24.332859,16,23.321,0.11,2.56531,25.0,50.0
2025-07-10T00:09:24.332926,17,23.313,0.109,2.541117,25.0,50.0
2025-07-10T00:09:24.332994,18,23.321,0.109,2.541989,25.0,50.0
2025-07-10T00:09:24.333084,19,23.321,0.109,2.541989,25.0,50.0
2025-07-10T00:09:24.333200,20,23.327,0.111,2.589297,25.0,50.0
2025-07-10T00:09:24.333281,21,23.32,0.109,2.54188,25.0,50.0
2025-07-10T00:09:25.659621,22,23.342,0.11,2.56762,25.0,50.0
2025-07-10T00:09:25.659847,23,23.344,0.11,2.5678400000000003,25.0,50.0
2025-07-10T00:09:25.659952,24,23.328,0.11,2.56608,25.0,50.0
2025-07-10T00:09:25.660029,25,23.34,0.109,2.54406,25.0,50.0
2025-07-10T00:09:25.660127,26,23.341,0.11,2.56751,25.0,50.0
2025-07-10T00:09:25.660216,27,23.332,0.109,2.5431880000000002,25.0,50.0
2025-07-10T00:09:25.660304,28,23.349,0.109,2.545041,25.0,50.0
2025-07-10T00:09:25.660383,29,23.336,0.108,2.520288,25.0,50.0
2025-07-10T00:09:25.660490,30,23.352,0.108,2.522016,25.0,50.0
2025-07-10T00:09:25.660623,31,23.348,0.108,2.521584,25.0,50.0
2025-07-10T00:09:25.660752,32,23.34,0.108,2.52072,25.0,50.0
2025-07-10T00:09:26.604578,32,23.355,0.107,2.498985,25.0,50.0
2025-07-10T00:09:26.605079,33,23.357,0.107,2.499199,25.0,50.0
2025-07-10T00:09:26.605416,34,23.352,0.107,2.4986639999999998,25.0,50.0
2025-07-10T00:09:26.605716,35,23.354,0.105,2.4521699999999997,25.0,50.0
2025-07-10T00:09:26.605908,36,23.359,0.105,2.4526950000000003,25.0,50.0
2025-07-10T00:09:26.606065,37,23.347,0.105,2.451435,25.0,50.0
2025-07-10T00:09:26.606128,38,23.351,0.104,2.4285039999999998,25.0,50.0
2025-07-10T00:09:26.606365,39,23.351,0.104,2.4285039999999998,25.0,50.0
2025-07-10T00:09:26.606601,40,23.338,0.102,2.380476,25.0,50.0
2025-07-10T00:09:26.606824,41,23.346,0.102,2.3812919999999997,25.0,50.0
2025-07-10T00:09:27.084588,33,23.355,0.107,2.498985,25.0,50.0
2025-07-10T00:09:27.086988,34,23.357,0.107,2.499199,25.0,50.0
2025-07-10T00:09:27.087183,35,23.352,0.107,2.4986639999999998,25.0,50.0
2025-07-10T00:09:27.087328,36,23.354,0.105,2.4521699999999997,25.0,50.0
2025-07-10T00:09:27.087466,37,23.359,0.105,2.4526950000000003,25.0,50.0
2025-07-10T00:09:27.087592,38,23.347,0.105,2.451435,25.0,50.0
2025-07-10T00:09:27.087725,39,23.351,0.104,2.4285039999999998,25.0,50.0
2025-07-10T00:09:27.087885,40,23.351,0.104,2.4285039999999998,25.0,50.0
2025-07-10T00:09:27.088033,41,23.338,0.102,2.380476,25.0,50.0
2025-07-10T00:09:27.088172,42,23.346,0.102,2.3812919999999997,25.0,50.0
2025-07-10T00:09:27.088342,43,23.34,0.102,2.38068,25.0,50.0
2025-07-10T00:09:28.019964,43,23.336,0.101,2.356936,25.0,50.0
2025-07-10T00:09:28.020135,44,23.345,0.1,2.3345,25.0,50.0
2025-07-10T00:09:28.020217,45,23.331,0.099,2.309769,25.0,50.0
2025-07-10T00:09:28.020262,46,23.348,0.098,2.288104,25.0,50.0
2025-07-10T00:09:28.020307,47,23.331,0.099,2.309769,25.0,50.0
2025-07-10T00:09:28.020341,48,23.341,0.097,2.2640770000000003,25.0,50.0
2025-07-10T00:09:28.020374,49,23.323,0.098,2.285654,25.0,50.0
2025-07-10T00:09:28.020410,50,23.334,0.097,2.263398,25.0,50.0
2025-07-10T00:09:28.020447,51,23.336,0.097,2.263592,25.0,50.0
2025-07-10T00:09:28.020490,52,23.327,0.095,2.2160650000000004,25.0,50.0
2025-07-10T00:09:28.519085,44,23.336,0.101,2.356936,25.0,50.0
2025-07-10T00:09:28.519227,45,23.345,0.1,2.3345,25.0,50.0
2025-07-10T00:09:28.519288,46,23.331,0.099,2.309769,25.0,50.0
2025-07-10T00:09:28.519332,47,23.348,0.098,2.288104,25.0,50.0
2025-07-10T00:09:28.519360,48,23.331,0.099,2.309769,25.0,50.0
2025-07-10T00:09:28.519387,49,23.341,0.097,2.2640770000000003,25.0,50.0
2025-07-10T00:09:28.519414,50,23.323,0.098,2.285654,25.0,50.0
2025-07-10T00:09:28.519440,51,23.334,0.097,2.263398,25.0,50.0
2025-07-10T00:09:28.519475,52,23.336,0.097,2.263592,25.0,50.0
2025-07-10T00:09:28.519514,53,23.327,0.095,2.2160650000000004,25.0,50.0
2025-07-10T00:09:28.519552,54,23.314,0.095,2.21483,25.0,50.0
2025-07-10T00:09:30.252228,55,23.314,0.094,2.191516,25.0,50.0
2025-07-10T00:09:30.252393,56,23.306,0.094,2.190764,25.0,50.0
2025-07-10T00:09:30.252468,57,23.317,0.093,2.168481,25.0,50.0
2025-07-10T00:09:30.252517,58,23.3,0.093,2.1669,25.0,50.0
2025-07-10T00:09:30.252559,59,23.297,0.092,2.1433240000000002,25.0,50.0
2025-07-10T00:09:30.252604,60,23.301,0.092,2.1436919999999997,25.0,50.0
2025-07-10T00:09:30.252656,61,23.294,0.091,2.119754,25.0,50.0
2025-07-10T00:09:30.252691,62,23.296,0.092,2.143232,25.0,50.0
2025-07-10T00:09:30.252732,63,23.285,0.091,2.118935,25.0,50.0
2025-07-10T00:09:30.252770,64,23.283,0.091,2.118753,25.0,50.0
2025-07-10T00:09:30.252806,65,23.293,0.09,2.09637,25.0,50.0
2025-07-10T00:09:31.302153,65,23.289,0.09,2.09601,25.0,50.0
2025-07-10T00:09:31.302286,66,23.272,0.091,2.117752,25.0,50.0
2025-07-10T00:09:31.302352,67,23.271,0.091,2.117661,25.0,50.0
2025-07-10T00:09:31.302386,68,23.274,0.09,2.09466,25.0,50.0
2025-07-10T00:09:31.302413,69,23.264,0.089,2.070496,25.0,50.0
2025-07-10T00:09:31.302439,70,23.264,0.09,2.09376,25.0,50.0
2025-07-10T00:09:31.302466,71,23.268,0.09,2.09412,25.0,50.0
2025-07-10T00:09:31.302512,72,23.256,0.091,2.116296,25.0,50.0
2025-07-10T00:09:31.302552,73,23.261,0.09,2.09349,25.0,50.0
2025-07-10T00:09:31.302591,74,23.268,0.091,2.117388,25.0,50.0
2025-07-10T00:09:31.814250,66,23.289,0.09,2.09601,25.0,50.0
2025-07-10T00:09:31.814388,67,23.272,0.091,2.117752,25.0,50.0
2025-07-10T00:09:31.814446,68,23.271,0.091,2.117661,25.0,50.0
2025-07-10T00:09:31.814483,69,23.274,0.09,2.09466,25.0,50.0
2025-07-10T00:09:31.814516,70,23.264,0.089,2.070496,25.0,50.0
2025-07-10T00:09:31.814547,71,23.264,0.09,2.09376,25.0,50.0
2025-07-10T00:09:31.814584,72,23.268,0.09,2.09412,25.0,50.0
2025-07-10T00:09:31.814616,73,23.256,0.091,2.116296,25.0,50.0
2025-07-10T00:09:31.814655,74,23.261,0.09,2.09349,25.0,50.0
2025-07-10T00:09:31.814709,75,23.268,0.091,2.117388,25.0,50.0
2025-07-10T00:09:31.814755,76,23.255,0.092,2.1394599999999997,25.0,50.0
2025-07-10T00:09:32.752260,76,23.255,0.091,2.116205,25.0,50.0
2025-07-10T00:09:32.752594,77,23.26,0.091,2.11666,25.0,50.0
2025-07-10T00:09:32.752774,78,23.257,0.092,2.139644,25.0,50.0
2025-07-10T00:09:32.752922,79,23.248,0.092,2.1388160000000003,25.0,50.0
2025-07-10T00:09:32.753070,80,23.255,0.092,2.1394599999999997,25.0,50.0
