timestamp,time_seq,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,frequency,power_total,power_a,power_b,power_c
2025-07-13T16:06:06.476767,10,0.93,275.31,-275.62,-2.475,5.025,-2.54,50.0,1387.6,-2.30175,1383.4327500000002,700.0748
2025-07-13T16:06:06.476942,11,3.11,279.04,-276.86,-2.692,5.279,-2.682,50.0,1471.8,-8.37212,1473.0521600000002,742.5385200000001
2025-07-13T16:06:06.477090,12,1.87,279.35,-280.29,-2.778,5.451,-2.718,50.0,1524.8,-5.19486,1522.73685,761.8282200000001
2025-07-13T16:06:06.477256,13,-3.11,279.04,-278.42,-2.773,5.486,-2.708,50.0,1546.6,8.62403,1530.8134400000001,753.9613600000001
2025-07-13T16:06:06.477396,14,-2.49,274.37,-274.37,-2.692,5.339,-2.612,50.0,1478.4,6.703080000000001,1464.8614300000002,716.65444
2025-07-13T16:06:06.477521,15,0.31,278.11,-279.04,-2.5,5.035,-2.455,50.0,1405.5,-0.775,1400.28385,685.0432000000001
2025-07-13T16:06:06.477633,16,-3.11,274.69,-277.49,-2.328,4.716,-2.313,50.0,1308.0,7.240079999999999,1295.43804,641.83437
2025-07-13T16:06:06.477740,17,3.11,279.04,-279.97,-2.277,4.494,-2.217,50.0,1252.0,-7.08147,1254.00576,620.6934900000001
2025-07-13T16:06:06.477861,18,3.11,276.24,-279.04,-2.217,4.544,-2.282,50.0,1253.7,-6.89487,1255.2345599999999,636.7692800000001
2025-07-13T16:06:06.477983,19,2.49,278.42,-280.29,-2.378,4.751,-2.373,50.0,1322.5,-5.921220000000001,1322.7734200000002,665.1281700000001
2025-07-13T16:06:06.891206,11,0.93,275.31,-275.62,-2.475,5.025,-2.54,50.0,1387.6,-2.30175,1383.4327500000002,700.0748
2025-07-13T16:06:06.891541,12,3.11,279.04,-276.86,-2.692,5.279,-2.682,50.0,1471.8,-8.37212,1473.0521600000002,742.5385200000001
2025-07-13T16:06:06.891712,13,1.87,279.35,-280.29,-2.778,5.451,-2.718,50.0,1524.8,-5.19486,1522.73685,761.8282200000001
2025-07-13T16:06:06.891910,14,-3.11,279.04,-278.42,-2.773,5.486,-2.708,50.0,1546.6,8.62403,1530.8134400000001,753.9613600000001
2025-07-13T16:06:06.892080,15,-2.49,274.37,-274.37,-2.692,5.339,-2.612,50.0,1478.4,6.703080000000001,1464.8614300000002,716.65444
2025-07-13T16:06:06.892246,16,0.31,278.11,-279.04,-2.5,5.035,-2.455,50.0,1405.5,-0.775,1400.28385,685.0432000000001
2025-07-13T16:06:06.892412,17,-3.11,274.69,-277.49,-2.328,4.716,-2.313,50.0,1308.0,7.240079999999999,1295.43804,641.83437
2025-07-13T16:06:06.892570,18,3.11,279.04,-279.97,-2.277,4.494,-2.217,50.0,1252.0,-7.08147,1254.00576,620.6934900000001
2025-07-13T16:06:06.892713,19,3.11,276.24,-279.04,-2.217,4.544,-2.282,50.0,1253.7,-6.89487,1255.2345599999999,636.7692800000001
2025-07-13T16:06:06.892890,20,2.49,278.42,-280.29,-2.378,4.751,-2.373,50.0,1322.5,-5.921220000000001,1322.7734200000002,665.1281700000001
2025-07-13T16:06:06.893048,21,1.25,276.55,-277.8,-2.48,4.955,-2.54,50.0,1373.7,-3.1,1370.3052500000001,705.6120000000001
2025-07-13T16:06:07.256220,21,-1.87,276.24,-276.86,-2.657,5.249,-2.652,50.0,1462.0,4.968590000000001,1449.9837599999998,734.2327200000001
2025-07-13T16:06:07.256405,22,-3.11,279.35,-280.6,-2.763,5.426,-2.698,50.0,1531.5,8.592929999999999,1515.7531000000001,757.0588
2025-07-13T16:06:07.256475,23,0.31,279.97,-280.6,-2.783,5.456,-2.708,50.0,1533.9,-0.86273,1527.5163200000002,759.8648000000001
2025-07-13T16:06:07.256544,24,-0.62,278.73,-278.42,-2.627,5.244,-2.617,50.0,1470.1,1.6287399999999999,1461.66012,728.62514
2025-07-13T16:06:07.256596,25,0.31,279.35,-279.66,-2.45,5.025,-2.54,50.0,1409.4,-0.7595000000000001,1403.73375,710.3364
2025-07-13T16:06:07.256644,26,-1.24,275.0,-277.8,-2.333,4.706,-2.343,50.0,1302.6,2.89292,1294.15,650.8854
2025-07-13T16:06:07.256690,27,3.11,274.37,-275.93,-2.232,4.504,-2.222,50.0,1233.9,-6.941520000000001,1235.7624799999999,613.11646
2025-07-13T16:06:07.256737,28,1.87,280.59,-278.73,-2.312,4.574,-2.277,50.0,1284.4,-4.32344,1283.4186599999998,634.66821
2025-07-13T16:06:07.256781,29,1.25,274.37,-276.24,-2.368,4.671,-2.313,50.0,1284.0,-2.96,1281.58227,638.94312
2025-07-13T16:06:07.256828,30,0.62,274.68,-279.04,-2.455,5.05,-2.55,50.0,1392.1,-1.5221,1387.134,711.552
2025-07-13T16:06:07.736554,22,-1.87,276.24,-276.86,-2.657,5.249,-2.652,50.0,1462.0,4.968590000000001,1449.9837599999998,734.2327200000001
2025-07-13T16:06:07.736964,23,-3.11,279.35,-280.6,-2.763,5.426,-2.698,50.0,1531.5,8.592929999999999,1515.7531000000001,757.0588
2025-07-13T16:06:07.737264,24,0.31,279.97,-280.6,-2.783,5.456,-2.708,50.0,1533.9,-0.86273,1527.5163200000002,759.8648000000001
2025-07-13T16:06:07.737471,25,-0.62,278.73,-278.42,-2.627,5.244,-2.617,50.0,1470.1,1.6287399999999999,1461.66012,728.62514
2025-07-13T16:06:07.737661,26,0.31,279.35,-279.66,-2.45,5.025,-2.54,50.0,1409.4,-0.7595000000000001,1403.73375,710.3364
2025-07-13T16:06:07.737810,27,-1.24,275.0,-277.8,-2.333,4.706,-2.343,50.0,1302.6,2.89292,1294.15,650.8854
2025-07-13T16:06:07.737978,28,3.11,274.37,-275.93,-2.232,4.504,-2.222,50.0,1233.9,-6.941520000000001,1235.7624799999999,613.11646
2025-07-13T16:06:07.738150,29,1.87,280.59,-278.73,-2.312,4.574,-2.277,50.0,1284.4,-4.32344,1283.4186599999998,634.66821
2025-07-13T16:06:07.738220,30,1.25,274.37,-276.24,-2.368,4.671,-2.313,50.0,1284.0,-2.96,1281.58227,638.94312
2025-07-13T16:06:07.738398,31,0.62,274.68,-279.04,-2.455,5.05,-2.55,50.0,1392.1,-1.5221,1387.134,711.552
2025-07-13T16:06:07.738470,32,-1.25,276.24,-275.93,-2.672,5.324,-2.637,50.0,1481.0,3.3400000000000003,1470.70176,727.62741
2025-07-13T16:06:08.201552,32,0.93,279.66,-277.49,-2.788,5.451,-2.773,50.0,1529.4,-2.59284,1524.42666,769.47977
2025-07-13T16:06:08.201707,33,-1.24,279.66,-279.35,-2.728,5.436,-2.778,50.0,1531.2,3.3827200000000004,1520.2317600000001,776.0343
2025-07-13T16:06:08.201806,34,1.87,280.6,-279.98,-2.612,5.304,-2.662,50.0,1490.5,-4.884440000000001,1488.3024000000003,745.30676
2025-07-13T16:06:08.201879,35,-2.8,274.37,-276.24,-2.535,4.995,-2.535,50.0,1384.0,7.098,1370.4781500000001,700.2684
2025-07-13T16:06:08.201954,36,-0.31,279.35,-280.28,-2.343,4.721,-2.358,50.0,1325.2,0.72633,1318.8113500000002,660.9002399999999
2025-07-13T16:06:08.202011,37,2.18,277.17,-279.98,-2.282,4.529,-2.312,50.0,1255.8,-4.974760000000001,1255.30293,647.31376
