timestamp,time_seq,voltage,current
2025-07-18T18:52:55.444102,0,12.0,2.0
2025-07-18T18:52:55.641085,0,12.0,2.0
2025-07-18T18:52:55.716159,0,12.0,2.0
2025-07-18T18:52:57.328219,1,96.0,2.0
2025-07-18T18:52:57.328380,2,73.0,2.0
2025-07-18T18:52:59.013443,3,25.0,2.0
2025-07-18T18:52:59.013599,4,-25.0,2.0
2025-07-18T18:52:59.013651,5,-49.0,2.0
2025-07-18T18:52:59.013687,6,-107.0,2.0
2025-07-18T18:52:59.013720,7,-127.0,2.0
2025-07-18T18:52:59.013763,8,-145.0,2.0
2025-07-18T18:52:59.013799,9,-175.0,2.0
2025-07-18T18:52:59.013830,10,-180.0,2.0
2025-07-18T18:52:59.013862,11,-190.0,2.0
2025-07-18T18:52:59.013895,12,-193.0,2.0
2025-07-18T18:52:59.013926,13,-198.0,2.0
2025-07-18T18:52:59.013957,14,-200.0,2.0
2025-07-18T18:52:59.013990,15,-199.0,2.0
2025-07-18T18:52:59.014023,16,-196.0,2.0
2025-07-18T18:53:00.613463,17,-190.0,2.0
2025-07-18T18:53:00.613576,18,-175.0,2.0
2025-07-18T18:53:00.613613,19,-161.0,2.0
2025-07-18T18:53:00.613640,20,-154.0,2.0
2025-07-18T18:53:00.613665,21,-136.0,2.0
2025-07-18T18:53:00.613690,22,-117.0,2.0
2025-07-18T18:53:00.613714,23,-85.0,2.0
2025-07-18T18:53:00.613738,24,-73.0,2.0
2025-07-18T18:53:00.613784,25,-61.0,2.0
2025-07-18T18:53:00.613816,26,-37.0,2.0
2025-07-18T18:53:00.613840,27,-25.0,2.0
2025-07-18T18:53:00.613865,28,-12.0,2.0
2025-07-18T18:53:00.613887,29,0.0,2.0
2025-07-18T18:53:00.613910,30,12.0,2.0
2025-07-18T18:53:00.613933,31,85.0,2.0
2025-07-18T18:53:00.744212,17,-190.0,2.0
2025-07-18T18:53:00.744340,18,-175.0,2.0
2025-07-18T18:53:00.744382,19,-161.0,2.0
2025-07-18T18:53:00.744409,20,-154.0,2.0
2025-07-18T18:53:00.744435,21,-136.0,2.0
2025-07-18T18:53:00.744460,22,-117.0,2.0
2025-07-18T18:53:00.744484,23,-85.0,2.0
2025-07-18T18:53:00.744507,24,-73.0,2.0
2025-07-18T18:53:00.744530,25,-61.0,2.0
2025-07-18T18:53:00.744554,26,-37.0,2.0
2025-07-18T18:53:00.744576,27,-25.0,2.0
2025-07-18T18:53:00.744599,28,-12.0,2.0
2025-07-18T18:53:00.744622,29,0.0,2.0
2025-07-18T18:53:00.744645,30,12.0,2.0
2025-07-18T18:53:00.744668,31,85.0,2.0
2025-07-18T18:53:02.356196,32,73.0,2.0
2025-07-18T18:53:03.953851,33,-107.0,2.0
2025-07-18T18:53:03.953969,34,-127.0,2.0
2025-07-18T18:53:03.954014,35,-145.0,2.0
2025-07-18T18:53:03.954052,36,-168.0,2.0
2025-07-18T18:53:03.954088,37,-180.0,2.0
2025-07-18T18:53:03.954120,38,-185.0,2.0
2025-07-18T18:53:03.954145,39,-198.0,2.0
2025-07-18T18:53:04.031268,33,-107.0,2.0
2025-07-18T18:53:04.031395,34,-127.0,2.0
2025-07-18T18:53:04.031435,35,-145.0,2.0
2025-07-18T18:53:04.031467,36,-168.0,2.0
2025-07-18T18:53:04.031495,37,-180.0,2.0
2025-07-18T18:53:04.031523,38,-185.0,2.0
2025-07-18T18:53:04.031550,39,-198.0,2.0
2025-07-18T18:53:04.031577,40,-193.0,2.0
2025-07-18T18:53:05.663174,41,-185.0,2.0
2025-07-18T18:53:05.663325,42,-168.0,2.0
2025-07-18T18:53:05.663381,43,-154.0,2.0
2025-07-18T18:53:05.663418,44,-145.0,2.0
2025-07-18T18:53:05.663445,45,-127.0,2.0
2025-07-18T18:53:05.663470,46,-96.0,2.0
2025-07-18T18:53:05.663494,47,-85.0,2.0
2025-07-18T18:53:05.663517,48,-73.0,2.0
2025-07-18T18:53:05.663549,49,-61.0,2.0
2025-07-18T18:53:05.663575,50,-37.0,2.0
2025-07-18T18:53:05.663609,51,-25.0,2.0
2025-07-18T18:53:05.663645,52,-12.0,2.0
2025-07-18T18:53:05.663671,53,0.0,2.0
2025-07-18T18:53:05.663701,54,12.0,2.0
2025-07-18T18:53:05.663735,55,85.0,2.0
2025-07-18T18:53:05.663775,56,107.0,2.0
2025-07-18T18:53:05.663808,57,117.0,2.0
2025-07-18T18:53:05.663834,58,127.0,2.0
2025-07-18T18:53:05.766097,41,-185.0,2.0
2025-07-18T18:53:05.766339,42,-168.0,2.0
2025-07-18T18:53:05.766396,43,-154.0,2.0
2025-07-18T18:53:05.766426,44,-145.0,2.0
2025-07-18T18:53:05.766451,45,-127.0,2.0
2025-07-18T18:53:05.766475,46,-96.0,2.0
2025-07-18T18:53:05.766499,47,-85.0,2.0
2025-07-18T18:53:05.766522,48,-73.0,2.0
2025-07-18T18:53:05.766545,49,-61.0,2.0
2025-07-18T18:53:05.766569,50,-37.0,2.0
2025-07-18T18:53:05.766592,51,-25.0,2.0
2025-07-18T18:53:05.766616,52,-12.0,2.0
2025-07-18T18:53:05.766639,53,0.0,2.0
2025-07-18T18:53:05.766663,54,12.0,2.0
2025-07-18T18:53:05.766687,55,85.0,2.0
2025-07-18T18:53:05.766710,56,107.0,2.0
2025-07-18T18:53:05.766745,57,117.0,2.0
2025-07-18T18:53:05.766780,58,127.0,2.0
2025-07-18T18:53:05.766802,59,145.0,2.0
2025-07-18T18:53:07.476189,60,161.0,2.0
2025-07-18T18:53:07.476303,61,168.0,2.0
2025-07-18T18:53:07.476339,62,175.0,2.0
2025-07-18T18:53:07.476366,63,180.0,2.0
2025-07-18T18:53:07.476390,64,198.0,2.0
2025-07-18T18:53:07.476412,65,199.0,2.0
2025-07-18T18:53:07.476435,66,200.0,2.0
2025-07-18T18:53:07.476458,67,199.0,2.0
2025-07-18T18:53:07.476480,68,198.0,2.0
2025-07-18T18:53:07.476502,69,196.0,2.0
2025-07-18T18:53:07.476524,70,193.0,2.0
2025-07-18T18:53:07.476547,71,190.0,2.0
2025-07-18T18:53:07.476569,72,185.0,2.0
2025-07-18T18:53:07.476592,73,154.0,2.0
2025-07-18T18:53:07.476614,74,145.0,2.0
2025-07-18T18:53:07.476636,75,136.0,2.0
2025-07-18T18:53:07.476659,76,127.0,2.0
2025-07-18T18:53:07.476682,77,117.0,2.0
2025-07-18T18:53:07.476704,78,96.0,2.0
2025-07-18T18:53:07.476726,79,73.0,2.0
2025-07-18T18:53:09.093255,80,-107.0,2.0
2025-07-18T18:53:09.093373,81,-127.0,2.0
2025-07-18T18:53:09.093408,82,-145.0,2.0
2025-07-18T18:53:09.093433,83,-161.0,2.0
2025-07-18T18:53:09.093458,84,-175.0,2.0
2025-07-18T18:53:09.093481,85,-180.0,2.0
2025-07-18T18:53:09.093504,86,-196.0,2.0
2025-07-18T18:53:09.093526,87,-199.0,2.0
2025-07-18T18:53:09.093549,88,-199.0,2.0
2025-07-18T18:53:09.093571,89,-196.0,2.0
2025-07-18T18:53:09.093593,90,-190.0,2.0
2025-07-18T18:53:09.151452,80,-107.0,2.0
2025-07-18T18:53:09.151568,81,-127.0,2.0
2025-07-18T18:53:09.151605,82,-145.0,2.0
2025-07-18T18:53:09.151632,83,-161.0,2.0
2025-07-18T18:53:09.151656,84,-175.0,2.0
2025-07-18T18:53:09.151679,85,-180.0,2.0
2025-07-18T18:53:09.151702,86,-196.0,2.0
2025-07-18T18:53:09.151725,87,-199.0,2.0
2025-07-18T18:53:09.151747,88,-199.0,2.0
2025-07-18T18:53:09.151780,89,-196.0,2.0
2025-07-18T18:53:09.151804,90,-190.0,2.0
2025-07-18T18:53:11.241395,91,-168.0,2.0
2025-07-18T18:53:11.241507,92,-145.0,2.0
2025-07-18T18:53:11.241543,93,-127.0,2.0
2025-07-18T18:53:11.241570,94,25.0,2.0
2025-07-18T18:53:11.241595,95,49.0,2.0
2025-07-18T18:53:11.241619,96,61.0,2.0
2025-07-18T18:53:11.241643,97,85.0,2.0
2025-07-18T18:53:11.241667,98,145.0,2.0
2025-07-18T18:53:12.956436,99,199.0,2.0
2025-07-18T18:53:12.956589,100,198.0,2.0
2025-07-18T18:53:12.956644,101,107.0,2.0
2025-07-18T18:53:12.956681,102,85.0,2.0
2025-07-18T18:53:12.956714,103,61.0,2.0
2025-07-18T18:53:12.956746,104,37.0,2.0
2025-07-18T18:53:12.956788,105,-61.0,2.0
2025-07-18T18:53:12.956820,106,-73.0,2.0
2025-07-18T18:53:12.956851,107,-85.0,2.0
2025-07-18T18:53:13.031205,99,199.0,2.0
2025-07-18T18:53:13.031323,100,198.0,2.0
2025-07-18T18:53:13.031361,101,107.0,2.0
2025-07-18T18:53:13.031397,102,85.0,2.0
2025-07-18T18:53:13.031424,103,61.0,2.0
2025-07-18T18:53:13.031447,104,37.0,2.0
2025-07-18T18:53:13.031470,105,-61.0,2.0
2025-07-18T18:53:13.031492,106,-73.0,2.0
2025-07-18T18:53:13.031514,107,-85.0,2.0
2025-07-18T18:53:14.711376,108,-117.0,2.0
2025-07-18T18:53:14.711496,109,-136.0,2.0
2025-07-18T18:53:14.711534,110,-154.0,2.0
2025-07-18T18:53:14.711565,111,-168.0,2.0
2025-07-18T18:53:14.711601,112,-193.0,2.0
2025-07-18T18:53:14.711634,113,-198.0,2.0
2025-07-18T18:53:14.711658,114,-200.0,2.0
2025-07-18T18:53:14.711682,115,-198.0,2.0
2025-07-18T18:53:14.711704,116,-193.0,2.0
2025-07-18T18:53:14.711727,117,-161.0,2.0
2025-07-18T18:53:14.711752,118,-145.0,2.0
2025-07-18T18:53:14.711795,119,-127.0,2.0
2025-07-18T18:53:16.413154,120,12.0,2.0
2025-07-18T18:53:16.413268,121,37.0,2.0
2025-07-18T18:53:16.413305,122,61.0,2.0
2025-07-18T18:53:16.413349,123,85.0,2.0
2025-07-18T18:53:18.030393,124,25.0,2.0
2025-07-18T18:53:18.030510,125,-12.0,2.0
