timestamp,time_seq,voltage,current,power,temperature,frequency
2025-07-09T23:54:29.842426,10,23.296,0.109,2.5392639999999997,25.0,50.0
2025-07-09T23:54:29.842717,11,23.313,0.11,2.5644299999999998,25.0,50.0
2025-07-09T23:54:29.842901,12,23.297,0.109,2.539373,25.0,50.0
2025-07-09T23:54:29.842969,13,23.305,0.108,2.51694,25.0,50.0
2025-07-09T23:54:29.843015,14,23.31,0.109,2.54079,25.0,50.0
2025-07-09T23:54:29.843057,15,23.32,0.11,2.5652,25.0,50.0
2025-07-09T23:54:29.843090,16,23.321,0.109,2.541989,25.0,50.0
2025-07-09T23:54:29.843179,17,23.329,0.11,2.56619,25.0,50.0
2025-07-09T23:54:29.843244,18,23.33,0.109,2.54297,25.0,50.0
2025-07-09T23:54:29.843309,19,23.325,0.11,2.56575,25.0,50.0
2025-07-09T23:54:30.377508,11,23.296,0.109,2.5392639999999997,25.0,50.0
2025-07-09T23:54:30.377866,12,23.313,0.11,2.5644299999999998,25.0,50.0
2025-07-09T23:54:30.378093,13,23.297,0.109,2.539373,25.0,50.0
2025-07-09T23:54:30.378304,14,23.305,0.108,2.51694,25.0,50.0
2025-07-09T23:54:30.378507,15,23.31,0.109,2.54079,25.0,50.0
2025-07-09T23:54:30.378709,16,23.32,0.11,2.5652,25.0,50.0
2025-07-09T23:54:30.378900,17,23.321,0.109,2.541989,25.0,50.0
2025-07-09T23:54:30.379090,18,23.329,0.11,2.56619,25.0,50.0
2025-07-09T23:54:30.379323,19,23.33,0.109,2.54297,25.0,50.0
2025-07-09T23:54:30.379547,20,23.325,0.11,2.56575,25.0,50.0
2025-07-09T23:54:30.379754,21,23.331,0.11,2.56641,25.0,50.0
2025-07-09T23:54:31.694776,22,23.341,0.109,2.544169,25.0,50.0
2025-07-09T23:54:31.695021,23,23.34,0.11,2.5674,25.0,50.0
2025-07-09T23:54:31.695161,24,23.338,0.11,2.56718,25.0,50.0
2025-07-09T23:54:31.695282,25,23.336,0.11,2.56696,25.0,50.0
2025-07-09T23:54:31.695400,26,23.344,0.11,2.5678400000000003,25.0,50.0
2025-07-09T23:54:31.695499,27,23.343,0.108,2.521044,25.0,50.0
2025-07-09T23:54:31.695601,28,23.341,0.108,2.5208280000000003,25.0,50.0
2025-07-09T23:54:31.695728,29,23.355,0.109,2.545695,25.0,50.0
2025-07-09T23:54:31.695853,30,23.352,0.107,2.4986639999999998,25.0,50.0
2025-07-09T23:54:31.695972,31,23.354,0.107,2.498878,25.0,50.0
2025-07-09T23:54:31.696130,32,23.351,0.108,2.521908,25.0,50.0
2025-07-09T23:54:32.639696,32,23.345,0.108,2.52126,25.0,50.0
2025-07-09T23:54:32.640254,33,23.354,0.106,2.475524,25.0,50.0
2025-07-09T23:54:32.640495,34,23.354,0.106,2.475524,25.0,50.0
2025-07-09T23:54:32.640630,35,23.357,0.104,2.429128,25.0,50.0
2025-07-09T23:54:32.640763,36,23.343,0.104,2.427672,25.0,50.0
2025-07-09T23:54:32.640894,37,23.359,0.105,2.4526950000000003,25.0,50.0
2025-07-09T23:54:32.641031,38,23.344,0.104,2.427776,25.0,50.0
2025-07-09T23:54:32.641195,39,23.356,0.104,2.429024,25.0,50.0
2025-07-09T23:54:32.641360,40,23.355,0.103,2.4055649999999997,25.0,50.0
2025-07-09T23:54:32.641515,41,23.354,0.101,2.3587540000000002,25.0,50.0
2025-07-09T23:54:33.114035,33,23.345,0.108,2.52126,25.0,50.0
2025-07-09T23:54:33.114216,34,23.354,0.106,2.475524,25.0,50.0
2025-07-09T23:54:33.114292,35,23.354,0.106,2.475524,25.0,50.0
2025-07-09T23:54:33.114356,36,23.357,0.104,2.429128,25.0,50.0
2025-07-09T23:54:33.114400,37,23.343,0.104,2.427672,25.0,50.0
2025-07-09T23:54:33.114448,38,23.359,0.105,2.4526950000000003,25.0,50.0
2025-07-09T23:54:33.114488,39,23.344,0.104,2.427776,25.0,50.0
2025-07-09T23:54:33.114526,40,23.356,0.104,2.429024,25.0,50.0
2025-07-09T23:54:33.114576,41,23.355,0.103,2.4055649999999997,25.0,50.0
2025-07-09T23:54:33.114629,42,23.354,0.101,2.3587540000000002,25.0,50.0
2025-07-09T23:54:33.114679,43,23.347,0.101,2.3580470000000004,25.0,50.0
2025-07-09T23:54:34.014248,43,23.344,0.101,2.3577440000000003,25.0,50.0
2025-07-09T23:54:34.014525,44,23.345,0.1,2.3345,25.0,50.0
2025-07-09T23:54:34.014668,45,23.343,0.1,2.3343000000000003,25.0,50.0
2025-07-09T23:54:34.014767,46,23.348,0.1,2.3348,25.0,50.0
2025-07-09T23:54:34.014867,47,23.337,0.099,2.310363,25.0,50.0
