timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 14:39:41,1,3.3,0.099,0.328,25.1,50.0
2025-01-01 14:39:55,1,3.3,0.098,0.324,24.8,50.0
2025-01-01 14:40:10,1,3.3,0.099,0.326,25.1,50.0
2025-01-01 14:40:19,1,3.3,0.099,0.327,24.9,50.0
2025-01-01 14:40:29,1,3.31,0.099,0.328,25.0,50.0
2025-01-01 14:40:38,1,3.3,0.099,0.328,25.1,50.0
2025-01-01 14:40:56,1,3.31,0.1,0.331,25.0,50.0
2025-01-01 14:41:06,1,3.29,0.099,0.326,25.0,50.0
2025-01-01 14:41:29,1,3.3,0.098,0.325,25.1,50.0
2025-01-01 14:41:37,1,3.3,0.101,0.333,24.9,50.0
2025-01-01 14:41:49,1,3.29,0.099,0.325,25.1,50.0
2025-01-01 14:42:06,1,3.31,0.099,0.326,24.9,50.0
2025-01-01 14:42:16,1,3.3,0.099,0.326,24.9,50.0
2025-01-01 14:42:33,1,3.3,0.099,0.328,24.9,50.0
2025-01-01 14:42:53,1,3.3,0.101,0.333,24.9,50.0
2025-01-01 14:43:20,1,3.29,0.102,0.336,25.0,50.0
2025-01-01 14:43:30,1,3.3,0.099,0.328,25.2,50.0
2025-01-01 14:43:40,1,3.3,0.102,0.337,24.9,50.0
2025-01-01 14:43:51,1,3.3,0.1,0.331,24.9,50.0
2025-01-01 14:44:00,1,3.3,0.101,0.333,25.1,50.0
2025-01-01 14:44:13,1,3.3,0.098,0.325,25.1,50.0
2025-01-01 14:44:28,1,3.3,0.099,0.327,25.0,50.0
2025-01-01 14:44:40,1,3.3,0.101,0.333,24.8,50.0
2025-01-01 14:44:50,1,3.3,0.098,0.324,25.0,50.0
2025-01-01 14:44:58,1,3.3,0.102,0.336,24.9,50.0
2025-01-01 14:45:08,1,3.31,0.1,0.329,25.0,50.0
2025-01-01 14:45:17,1,3.29,0.099,0.327,25.1,50.0
2025-01-01 14:45:27,1,3.29,0.099,0.327,25.0,50.0
2025-01-01 14:45:44,1,3.29,0.1,0.329,25.2,50.0
2025-01-01 14:45:52,1,3.3,0.098,0.324,25.2,50.0
