timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 00:13:10,1,3.3,0.098,0.324,24.9,50.0
2025-01-01 00:13:18,1,3.29,0.099,0.327,24.9,50.0
2025-01-01 00:13:28,1,3.31,0.099,0.328,25.1,50.0
2025-01-01 00:13:37,1,3.31,0.101,0.334,25.1,50.0
2025-01-01 00:13:45,1,3.29,0.1,0.329,25.0,50.0
2025-01-01 00:13:54,1,3.3,0.1,0.329,25.1,50.0
2025-01-01 00:14:02,1,3.3,0.101,0.332,25.1,50.0
2025-01-01 00:14:10,1,3.3,0.099,0.327,25.0,50.0
2025-01-01 00:14:22,1,3.29,0.102,0.335,25.0,50.0
2025-01-01 00:14:38,1,3.3,0.099,0.326,24.9,50.0
2025-01-01 00:14:45,1,3.31,0.1,0.33,25.0,50.0
2025-01-01 00:14:53,1,3.29,0.098,0.324,25.0,50.0
2025-01-01 00:15:01,1,3.3,0.101,0.335,25.0,50.0
2025-01-01 00:15:09,1,3.31,0.101,0.333,25.2,50.0
2025-01-01 00:15:17,1,3.3,0.098,0.324,25.0,50.0
2025-01-01 00:15:24,1,3.3,0.098,0.325,25.2,50.0
2025-01-01 00:15:32,1,3.31,0.101,0.335,24.9,50.0
2025-01-01 00:15:42,1,3.29,0.101,0.334,24.9,50.0
2025-01-01 00:15:50,1,3.29,0.099,0.325,25.1,50.0
2025-01-01 00:15:58,1,3.3,0.099,0.328,25.0,50.0
2025-01-01 00:16:06,1,3.29,0.1,0.328,25.1,50.0
2025-01-01 00:16:14,1,3.3,0.099,0.326,24.8,50.0
2025-01-01 00:16:22,1,3.3,0.099,0.327,25.1,50.0
2025-01-01 00:16:29,1,3.29,0.1,0.328,24.9,50.0
2025-01-01 00:16:37,1,3.3,0.098,0.324,24.9,50.0
2025-01-01 00:16:49,1,3.31,0.1,0.33,25.1,50.0
2025-01-01 00:16:57,1,3.3,0.099,0.328,25.0,50.0
2025-01-01 00:17:12,1,3.31,0.1,0.331,25.0,50.0
2025-01-01 00:17:20,1,3.31,0.101,0.333,25.1,50.0
2025-01-01 00:17:28,1,3.31,0.098,0.326,25.1,50.0
