timestamp,time_seq,voltage,current
2025-07-18T22:35:39.570748,0,-155.1,-2.1
2025-07-18T22:35:39.571140,1,-155.1,-2.1
2025-07-18T22:35:39.571349,2,-155.1,-2.1
2025-07-18T22:35:39.571600,3,-155.1,-2.1
2025-07-18T22:35:39.571819,4,-155.1,-2.1
2025-07-18T22:35:39.572004,5,-155.1,-2.1
2025-07-18T22:35:39.572219,6,-155.1,-2.1
2025-07-18T22:35:39.572459,7,-155.1,-2.1
2025-07-18T22:35:39.572635,8,-155.1,-2.1
2025-07-18T22:35:39.572821,9,-155.1,-2.1
2025-07-18T22:35:39.573041,10,-155.1,-2.1
2025-07-18T22:35:39.573336,11,-155.1,-2.1
2025-07-18T22:35:39.573548,12,-155.1,-2.1
2025-07-18T22:35:39.573746,13,-155.1,-2.1
2025-07-18T22:35:39.573936,14,-155.1,-2.1
2025-07-18T22:35:39.574126,15,-155.1,-2.1
2025-07-18T22:35:39.574418,16,-155.1,-2.1
2025-07-18T22:35:39.574646,17,-155.1,-2.1
2025-07-18T22:35:39.574857,18,-155.1,-2.1
2025-07-18T22:35:39.575077,19,-155.1,-2.1
2025-07-18T22:35:39.575379,20,-155.1,-2.1
2025-07-18T22:35:39.575589,21,-155.1,-2.1
2025-07-18T22:35:39.575827,22,-155.1,-2.1
2025-07-18T22:35:39.576343,23,-155.1,-2.1
2025-07-18T22:35:39.576556,24,-155.1,-2.1
2025-07-18T22:35:39.576818,25,-155.1,-2.1
2025-07-18T22:35:39.577102,26,-155.1,-2.1
2025-07-18T22:35:39.577510,27,-155.1,-2.1
2025-07-18T22:35:39.577719,28,-155.1,-2.1
2025-07-18T22:35:39.577899,29,-155.1,-2.1
2025-07-18T22:35:39.578096,30,-155.1,-2.1
2025-07-18T22:35:39.578294,31,-155.1,-2.1
2025-07-18T22:35:39.578465,32,-155.1,-2.1
2025-07-18T22:35:39.578631,33,-155.1,-2.1
2025-07-18T22:35:39.578796,34,-155.1,-2.1
2025-07-18T22:35:39.578982,35,-155.1,-2.1
2025-07-18T22:35:39.579178,36,-155.1,-2.1
2025-07-18T22:35:39.579371,37,-155.1,-2.1
2025-07-18T22:35:39.579595,38,-155.1,-2.1
2025-07-18T22:35:39.579775,39,-155.1,-2.1
2025-07-18T22:35:39.579967,40,-155.1,-2.1
2025-07-18T22:35:39.580130,41,-155.0,-2.1
2025-07-18T22:35:39.580309,42,-155.1,-2.1
2025-07-18T22:35:39.580506,43,-155.1,-2.1
2025-07-18T22:35:39.580685,44,-155.1,-2.1
2025-07-18T22:35:39.580880,45,-155.1,-2.1
2025-07-18T22:35:39.581042,46,-155.1,-2.1
2025-07-18T22:35:39.581223,47,-155.1,-2.1
2025-07-18T22:35:39.581365,48,-155.1,-2.1
2025-07-18T22:35:39.581519,49,-155.1,-2.1
