timestamp,seq_num,voltage,current,power
2025-07-03T18:51:54.324195,10,3.305,0.108,0.35694000000000004
2025-07-03T18:51:54.324718,11,3.298,0.109,0.359482
2025-07-03T18:51:54.326231,12,3.3,0.109,0.35969999999999996
2025-07-03T18:51:54.326479,13,3.315,0.109,0.361335
2025-07-03T18:51:54.326721,14,3.309,0.109,0.36068100000000003
2025-07-03T18:51:54.326923,15,3.31,0.11,0.36410000000000003
2025-07-03T18:51:54.327083,16,3.319,0.109,0.361771
2025-07-03T18:51:54.327226,17,3.317,0.111,0.36818700000000004
2025-07-03T18:51:54.327363,18,3.332,0.11,0.36652
2025-07-03T18:51:54.327519,19,3.318,0.11,0.36498
2025-07-03T18:51:54.816739,11,3.305,0.108,0.35694000000000004
2025-07-03T18:51:54.817215,12,3.298,0.109,0.359482
2025-07-03T18:51:54.817540,13,3.3,0.109,0.35969999999999996
2025-07-03T18:51:54.817772,14,3.315,0.109,0.361335
2025-07-03T18:51:54.817975,15,3.309,0.109,0.36068100000000003
2025-07-03T18:51:54.818169,16,3.31,0.11,0.36410000000000003
2025-07-03T18:51:54.818359,17,3.319,0.109,0.361771
2025-07-03T18:51:54.818539,18,3.317,0.111,0.36818700000000004
2025-07-03T18:51:54.818744,19,3.332,0.11,0.36652
2025-07-03T18:51:54.818938,20,3.318,0.11,0.36498
2025-07-03T18:51:54.819126,21,3.323,0.111,0.368853
2025-07-03T18:51:55.724580,21,3.329,0.111,0.36951900000000004
2025-07-03T18:51:55.725008,22,3.326,0.11,0.36586
2025-07-03T18:51:55.725243,23,3.332,0.109,0.36318799999999996
2025-07-03T18:51:55.725433,24,3.338,0.109,0.363842
2025-07-03T18:51:55.725590,25,3.345,0.11,0.36795
2025-07-03T18:51:55.725760,26,3.351,0.109,0.365259
2025-07-03T18:51:55.725924,27,3.335,0.108,0.36018
2025-07-03T18:51:55.726067,28,3.338,0.109,0.363842
2025-07-03T18:51:55.726217,29,3.338,0.107,0.357166
2025-07-03T18:51:55.726372,30,3.341,0.109,0.364169
2025-07-03T18:51:56.251537,22,3.329,0.111,0.36951900000000004
2025-07-03T18:51:56.251677,23,3.326,0.11,0.36586
2025-07-03T18:51:56.251741,24,3.332,0.109,0.36318799999999996
2025-07-03T18:51:56.251773,25,3.338,0.109,0.363842
2025-07-03T18:51:56.251801,26,3.345,0.11,0.36795
2025-07-03T18:51:56.251826,27,3.351,0.109,0.365259
2025-07-03T18:51:56.251851,28,3.335,0.108,0.36018
2025-07-03T18:51:56.251876,29,3.338,0.109,0.363842
2025-07-03T18:51:56.251900,30,3.338,0.107,0.357166
2025-07-03T18:51:56.251924,31,3.341,0.109,0.364169
2025-07-03T18:51:56.251948,32,3.355,0.108,0.36234
2025-07-03T18:51:57.186721,32,3.358,0.107,0.359306
2025-07-03T18:51:57.186873,33,3.342,0.106,0.354252
2025-07-03T18:51:57.186929,34,3.349,0.106,0.35499400000000003
2025-07-03T18:51:57.186962,35,3.35,0.106,0.3551
2025-07-03T18:51:57.186988,36,3.351,0.105,0.351855
2025-07-03T18:51:57.187012,37,3.351,0.104,0.348504
2025-07-03T18:51:57.187037,38,3.359,0.103,0.345977
2025-07-03T18:51:57.187061,39,3.346,0.103,0.344638
2025-07-03T18:51:57.187085,40,3.349,0.103,0.344947
2025-07-03T18:51:57.187108,41,3.341,0.103,0.344123
2025-07-03T18:51:57.631584,33,3.358,0.107,0.359306
2025-07-03T18:51:57.631778,34,3.342,0.106,0.354252
2025-07-03T18:51:57.631856,35,3.349,0.106,0.35499400000000003
2025-07-03T18:51:57.631982,36,3.35,0.106,0.3551
2025-07-03T18:51:57.632054,37,3.351,0.105,0.351855
2025-07-03T18:51:57.632122,38,3.351,0.104,0.348504
2025-07-03T18:51:57.632189,39,3.359,0.103,0.345977
2025-07-03T18:51:57.632255,40,3.346,0.103,0.344638
2025-07-03T18:51:57.632321,41,3.349,0.103,0.344947
2025-07-03T18:51:57.632393,42,3.341,0.103,0.344123
2025-07-03T18:51:57.632460,43,3.347,0.101,0.33804700000000004
2025-07-03T18:51:58.617058,43,3.339,0.1,0.33390000000000003
2025-07-03T18:51:58.617523,44,3.341,0.1,0.33410000000000006
2025-07-03T18:51:58.617817,45,3.337,0.1,0.33370000000000005
2025-07-03T18:51:58.618034,46,3.348,0.099,0.331452
2025-07-03T18:51:58.618231,47,3.344,0.099,0.331056
2025-07-03T18:51:58.618434,48,3.325,0.097,0.322525
2025-07-03T18:51:58.618633,49,3.336,0.096,0.320256
2025-07-03T18:51:58.618864,50,3.32,0.097,0.32204
2025-07-03T18:51:58.619093,51,3.326,0.096,0.319296
2025-07-03T18:51:58.619319,52,3.324,0.095,0.31578
2025-07-03T18:51:58.981573,44,3.339,0.1,0.33390000000000003
2025-07-03T18:51:58.981774,45,3.341,0.1,0.33410000000000006
2025-07-03T18:51:58.981855,46,3.337,0.1,0.33370000000000005
2025-07-03T18:51:58.981916,47,3.348,0.099,0.331452
2025-07-03T18:51:58.981984,48,3.344,0.099,0.331056
2025-07-03T18:51:58.982051,49,3.325,0.097,0.322525
