timestamp,seq_num,voltage,current,power
2025-07-03T18:52:36.234595,10,3.299,0.108,0.356292
2025-07-03T18:52:36.235261,11,3.306,0.108,0.357048
2025-07-03T18:52:36.235809,12,3.309,0.109,0.36068100000000003
2025-07-03T18:52:36.236318,13,3.312,0.11,0.36432
2025-07-03T18:52:36.236499,14,3.311,0.11,0.36421
2025-07-03T18:52:36.237125,15,3.312,0.11,0.36432
2025-07-03T18:52:36.237345,16,3.315,0.11,0.36465
2025-07-03T18:52:36.237552,17,3.316,0.109,0.361444
2025-07-03T18:52:36.237743,18,3.32,0.11,0.36519999999999997
2025-07-03T18:52:36.237901,19,3.327,0.111,0.369297
2025-07-03T18:52:36.698854,11,3.299,0.108,0.356292
2025-07-03T18:52:36.698984,12,3.306,0.108,0.357048
2025-07-03T18:52:36.699027,13,3.309,0.109,0.36068100000000003
2025-07-03T18:52:36.699062,14,3.312,0.11,0.36432
2025-07-03T18:52:36.699093,15,3.311,0.11,0.36421
2025-07-03T18:52:36.699122,16,3.312,0.11,0.36432
2025-07-03T18:52:36.699152,17,3.315,0.11,0.36465
2025-07-03T18:52:36.699181,18,3.316,0.109,0.361444
2025-07-03T18:52:36.699211,19,3.32,0.11,0.36519999999999997
2025-07-03T18:52:36.699321,20,3.327,0.111,0.369297
2025-07-03T18:52:36.699410,21,3.339,0.11,0.36729
2025-07-03T18:52:37.628988,21,3.333,0.111,0.36996300000000004
2025-07-03T18:52:37.629173,22,3.341,0.109,0.364169
2025-07-03T18:52:37.629241,23,3.344,0.11,0.36784
2025-07-03T18:52:37.629281,24,3.329,0.109,0.36286100000000004
2025-07-03T18:52:37.629310,25,3.346,0.108,0.361368
2025-07-03T18:52:37.629335,26,3.335,0.11,0.36685
2025-07-03T18:52:37.629359,27,3.342,0.109,0.364278
2025-07-03T18:52:37.629392,28,3.354,0.108,0.362232
2025-07-03T18:52:37.629430,29,3.345,0.108,0.36126
2025-07-03T18:52:37.629457,30,3.352,0.109,0.36536799999999997
2025-07-03T18:52:38.021556,22,3.333,0.111,0.36996300000000004
2025-07-03T18:52:38.021707,23,3.341,0.109,0.364169
2025-07-03T18:52:38.021752,24,3.344,0.11,0.36784
2025-07-03T18:52:38.021781,25,3.329,0.109,0.36286100000000004
2025-07-03T18:52:38.021807,26,3.346,0.108,0.361368
2025-07-03T18:52:38.021872,27,3.335,0.11,0.36685
2025-07-03T18:52:38.021915,28,3.342,0.109,0.364278
2025-07-03T18:52:38.021953,29,3.354,0.108,0.362232
2025-07-03T18:52:38.021991,30,3.345,0.108,0.36126
2025-07-03T18:52:38.022045,31,3.352,0.109,0.36536799999999997
2025-07-03T18:52:38.022108,32,3.345,0.107,0.35791500000000004
2025-07-03T18:52:38.961766,32,3.358,0.106,0.355948
2025-07-03T18:52:38.961900,33,3.346,0.106,0.354676
2025-07-03T18:52:38.961942,34,3.351,0.106,0.35520599999999997
2025-07-03T18:52:38.961971,35,3.358,0.106,0.355948
2025-07-03T18:52:38.961997,36,3.352,0.105,0.35196
2025-07-03T18:52:38.962021,37,3.345,0.105,0.351225
2025-07-03T18:52:38.962046,38,3.348,0.103,0.344844
2025-07-03T18:52:38.962079,39,3.343,0.102,0.34098599999999996
