timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 00:38:23,1,3.31,0.102,0.338,24.9,50.0
2025-01-01 00:38:30,1,3.3,0.101,0.332,24.9,50.0
2025-01-01 00:38:43,1,3.29,0.101,0.334,25.0,50.0
2025-01-01 00:38:57,1,3.3,0.102,0.337,25.0,50.0
2025-01-01 00:39:08,1,3.3,0.099,0.327,24.8,50.0
2025-01-01 00:39:16,1,3.31,0.098,0.324,25.1,50.0
2025-01-01 00:39:27,1,3.3,0.102,0.335,24.9,50.0
2025-01-01 00:39:37,1,3.31,0.099,0.329,25.2,50.0
2025-01-01 00:39:46,1,3.3,0.102,0.336,25.0,50.0
2025-01-01 00:40:10,1,3.31,0.099,0.326,24.9,50.0
2025-01-01 00:40:22,1,3.3,0.098,0.323,25.1,50.0
2025-01-01 00:40:34,1,3.31,0.098,0.324,24.9,50.0
2025-01-01 00:40:46,1,3.3,0.101,0.334,25.1,50.0
2025-01-01 00:41:04,1,3.29,0.101,0.331,24.9,50.0
2025-01-01 00:41:13,1,3.29,0.099,0.327,25.0,50.0
2025-01-01 00:41:20,1,3.3,0.099,0.327,25.0,50.0
2025-01-01 00:41:28,1,3.29,0.1,0.33,25.1,50.0
2025-01-01 00:41:41,1,3.3,0.101,0.332,25.0,50.0
2025-01-01 00:41:49,1,3.3,0.1,0.329,25.1,50.0
2025-01-01 00:41:59,1,3.29,0.101,0.333,24.8,50.0
2025-01-01 00:42:07,1,3.3,0.099,0.325,25.0,50.0
