timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 05:37:10,1,3.3,0.098,0.324,25.0,50.0
2025-01-01 05:37:21,1,3.3,0.102,0.336,24.9,50.0
2025-01-01 05:37:28,1,3.31,0.1,0.329,25.0,50.0
2025-01-01 05:37:38,1,3.29,0.099,0.327,25.1,50.0
2025-01-01 05:37:48,1,3.29,0.099,0.327,25.0,50.0
2025-01-01 05:37:56,1,3.29,0.1,0.329,25.2,50.0
2025-01-01 05:38:08,1,3.3,0.098,0.324,25.2,50.0
2025-01-01 05:38:15,1,3.3,0.1,0.331,25.0,50.0
2025-01-01 05:38:23,1,3.3,0.099,0.327,25.2,50.0
2025-01-01 05:38:38,1,3.3,0.101,0.332,25.2,50.0
2025-01-01 05:38:46,1,3.31,0.1,0.332,24.9,50.0
2025-01-01 05:38:58,1,3.3,0.101,0.335,25.1,50.0
2025-01-01 05:39:06,1,3.29,0.1,0.329,25.1,50.0
2025-01-01 05:39:18,1,3.31,0.098,0.325,25.0,50.0
2025-01-01 05:39:27,1,3.3,0.101,0.332,25.2,50.0
2025-01-01 05:39:35,1,3.3,0.099,0.325,25.0,50.0
2025-01-01 05:39:44,1,3.29,0.1,0.328,25.2,50.0
2025-01-01 05:39:52,1,3.31,0.101,0.336,25.0,50.0
2025-01-01 05:39:59,1,3.3,0.101,0.334,24.9,50.0
2025-01-01 05:40:07,1,3.3,0.099,0.325,25.0,50.0
2025-01-01 05:40:17,1,3.31,0.1,0.332,25.0,50.0
2025-01-01 05:40:25,1,3.3,0.098,0.323,25.2,50.0
2025-01-01 05:40:35,1,3.31,0.099,0.328,25.0,50.0
2025-01-01 05:40:43,1,3.31,0.101,0.335,24.9,50.0
2025-01-01 05:40:51,1,3.3,0.101,0.334,25.0,50.0
2025-01-01 05:40:59,1,3.31,0.099,0.328,24.9,50.0
2025-01-01 05:41:07,1,3.29,0.101,0.331,25.2,50.0
2025-01-01 05:41:16,1,3.3,0.099,0.326,25.1,50.0
2025-01-01 05:41:24,1,3.29,0.1,0.33,25.1,50.0
2025-01-01 05:41:35,1,3.31,0.099,0.328,25.1,50.0
