timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 00:28:04,1,3.3,0.102,0.335,25.0,50.0
2025-01-01 00:28:11,1,3.29,0.1,0.329,25.2,50.0
2025-01-01 00:28:19,1,3.3,0.098,0.324,25.0,50.0
2025-01-01 00:28:34,1,3.3,0.102,0.336,25.1,50.0
2025-01-01 00:28:57,1,3.3,0.102,0.336,24.9,50.0
2025-01-01 00:29:04,1,3.29,0.101,0.331,24.9,50.0
2025-01-01 00:29:14,1,3.3,0.1,0.332,24.8,50.0
2025-01-01 00:29:21,1,3.29,0.101,0.332,25.0,50.0
2025-01-01 00:29:28,1,3.3,0.098,0.323,25.0,50.0
2025-01-01 00:29:38,1,3.31,0.101,0.334,24.9,50.0
2025-01-01 00:29:54,1,3.3,0.098,0.323,24.8,50.0
2025-01-01 00:30:06,1,3.29,0.1,0.328,25.2,50.0
2025-01-01 00:30:14,1,3.3,0.099,0.328,25.1,50.0
2025-01-01 00:30:34,1,3.3,0.098,0.324,24.8,50.0
2025-01-01 00:30:42,1,3.3,0.099,0.326,25.1,50.0
2025-01-01 00:30:49,1,3.3,0.099,0.327,24.9,50.0
2025-01-01 00:30:57,1,3.31,0.099,0.328,25.0,50.0
2025-01-01 00:31:08,1,3.3,0.099,0.328,25.1,50.0
2025-01-01 00:31:16,1,3.31,0.1,0.331,25.0,50.0
2025-01-01 00:31:28,1,3.29,0.099,0.326,25.0,50.0
2025-01-01 00:31:36,1,3.3,0.098,0.325,25.1,50.0
2025-01-01 00:31:45,1,3.3,0.101,0.333,24.9,50.0
2025-01-01 00:31:52,1,3.29,0.099,0.325,25.1,50.0
2025-01-01 00:32:00,1,3.31,0.099,0.326,24.9,50.0
2025-01-01 00:32:08,1,3.3,0.099,0.326,24.9,50.0
2025-01-01 00:32:16,1,3.3,0.099,0.328,24.9,50.0
2025-01-01 00:32:30,1,3.3,0.101,0.333,24.9,50.0
2025-01-01 00:32:37,1,3.29,0.102,0.336,25.0,50.0
2025-01-01 00:32:52,1,3.3,0.099,0.328,25.2,50.0
2025-01-01 00:33:00,1,3.3,0.102,0.337,24.9,50.0
