timestamp,time_seq,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,frequency,power_total,power_a,power_b,power_c
2025-07-10T15:35:46.506991,10,3.11,274.69,-276.55,-2.53,5.03,-2.545,50.0,1380.3,-7.868299999999999,1381.6907,703.81975
2025-07-10T15:35:46.507248,11,0.62,278.73,-277.8,-2.617,5.339,-2.642,50.0,1493.5,-1.62254,1488.1394700000003,733.9476
2025-07-10T15:35:46.507400,12,0.31,275.31,-276.86,-2.763,5.481,-2.688,50.0,1515.2,-0.85653,1508.9741099999999,744.1996800000001
2025-07-10T15:35:46.507515,13,1.56,275.31,-277.17,-2.758,5.471,-2.788,50.0,1509.6,-4.30248,1506.22101,772.74996
2025-07-10T15:35:46.507626,14,-2.49,279.35,-277.49,-2.652,5.344,-2.617,50.0,1506.3,6.603480000000001,1492.8464000000001,726.19133
2025-07-10T15:35:46.507747,15,-3.11,280.28,-274.37,-2.53,4.995,-2.545,50.0,1414.4,7.868299999999999,1399.9986,698.27165
2025-07-10T15:35:46.507856,16,1.87,279.04,-277.8,-2.368,4.701,-2.343,50.0,1312.9,-4.42816,1311.76704,650.8854
2025-07-10T15:35:46.507974,17,1.87,277.17,-275.0,-2.222,4.549,-2.302,50.0,1262.1,-4.15514,1260.84633,633.0500000000001
2025-07-10T15:35:46.508110,18,-2.8,275.0,-280.6,-2.297,4.559,-2.217,50.0,1265.2,6.4316,1253.7250000000001,622.0902000000001
2025-07-10T15:35:46.508240,19,2.8,279.04,-276.24,-2.373,4.756,-2.303,50.0,1325.8,-6.6444,1327.11424,636.18072
2025-07-10T15:35:46.909225,11,3.11,274.69,-276.55,-2.53,5.03,-2.545,50.0,1380.3,-7.868299999999999,1381.6907,703.81975
2025-07-10T15:35:46.909518,12,0.62,278.73,-277.8,-2.617,5.339,-2.642,50.0,1493.5,-1.62254,1488.1394700000003,733.9476
2025-07-10T15:35:46.909659,13,0.31,275.31,-276.86,-2.763,5.481,-2.688,50.0,1515.2,-0.85653,1508.9741099999999,744.1996800000001
2025-07-10T15:35:46.909763,14,1.56,275.31,-277.17,-2.758,5.471,-2.788,50.0,1509.6,-4.30248,1506.22101,772.74996
2025-07-10T15:35:46.909840,15,-2.49,279.35,-277.49,-2.652,5.344,-2.617,50.0,1506.3,6.603480000000001,1492.8464000000001,726.19133
2025-07-10T15:35:46.909934,16,-3.11,280.28,-274.37,-2.53,4.995,-2.545,50.0,1414.4,7.868299999999999,1399.9986,698.27165
2025-07-10T15:35:46.910015,17,1.87,279.04,-277.8,-2.368,4.701,-2.343,50.0,1312.9,-4.42816,1311.76704,650.8854
2025-07-10T15:35:46.910095,18,1.87,277.17,-275.0,-2.222,4.549,-2.302,50.0,1262.1,-4.15514,1260.84633,633.0500000000001
2025-07-10T15:35:46.910191,19,-2.8,275.0,-280.6,-2.297,4.559,-2.217,50.0,1265.2,6.4316,1253.7250000000001,622.0902000000001
2025-07-10T15:35:46.910285,20,2.8,279.04,-276.24,-2.373,4.756,-2.303,50.0,1325.8,-6.6444,1327.11424,636.18072
2025-07-10T15:35:46.910378,21,-0.93,279.66,-277.49,-2.54,5.035,-2.515,50.0,1416.8,2.3622,1408.0881000000002,697.8873500000001
2025-07-10T15:35:47.254343,21,-2.8,275.62,-275.62,-2.662,5.254,-2.682,50.0,1462.7,7.453599999999999,1448.10748,739.21284
2025-07-10T15:35:47.254753,22,-3.11,277.48,-277.8,-2.708,5.526,-2.783,50.0,1549.4,8.42188,1533.35448,773.1174
2025-07-10T15:35:47.255031,23,-0.0,280.29,-275.62,-2.773,5.496,-2.733,50.0,1547.8,0.0,1540.4738400000003,753.2694600000001
2025-07-10T15:35:47.255229,24,1.87,280.28,-275.31,-2.632,5.254,-2.607,50.0,1474.5,-4.92184,1472.5911199999998,717.7331700000001
2025-07-10T15:35:47.255420,25,2.49,276.55,-277.18,-2.51,5.005,-2.52,50.0,1384.2,-6.2499,1384.13275,698.4936
2025-07-10T15:35:47.255611,26,-3.11,275.31,-278.11,-2.358,4.676,-2.398,50.0,1300.4,7.33338,1287.34956,666.9077800000001
2025-07-10T15:35:47.255818,27,-0.31,275.0,-278.73,-2.282,4.514,-2.302,50.0,1247.5,0.70742,1241.3500000000001,641.63646
2025-07-10T15:35:47.256043,28,2.49,275.31,-278.73,-2.262,4.524,-2.252,50.0,1245.1,-5.63238,1245.50244,627.69996
2025-07-10T15:35:47.256259,29,0.62,274.68,-275.62,-2.368,4.701,-2.333,50.0,1295.3,-1.46816,1291.2706799999999,643.02146
2025-07-10T15:35:47.256572,30,0.94,276.55,-276.24,-2.515,5.025,-2.45,50.0,1393.3,-2.3641,1389.6637500000002,676.7880000000001
2025-07-10T15:35:47.844178,22,-2.8,275.62,-275.62,-2.662,5.254,-2.682,50.0,1462.7,7.453599999999999,1448.10748,739.21284
2025-07-10T15:35:47.844407,23,-3.11,277.48,-277.8,-2.708,5.526,-2.783,50.0,1549.4,8.42188,1533.35448,773.1174
2025-07-10T15:35:47.844501,24,-0.0,280.29,-275.62,-2.773,5.496,-2.733,50.0,1547.8,0.0,1540.4738400000003,753.2694600000001
2025-07-10T15:35:47.844583,25,1.87,280.28,-275.31,-2.632,5.254,-2.607,50.0,1474.5,-4.92184,1472.5911199999998,717.7331700000001
2025-07-10T15:35:47.844651,26,2.49,276.55,-277.18,-2.51,5.005,-2.52,50.0,1384.2,-6.2499,1384.13275,698.4936
2025-07-10T15:35:47.844726,27,-3.11,275.31,-278.11,-2.358,4.676,-2.398,50.0,1300.4,7.33338,1287.34956,666.9077800000001
2025-07-10T15:35:47.844790,28,-0.31,275.0,-278.73,-2.282,4.514,-2.302,50.0,1247.5,0.70742,1241.3500000000001,641.63646
2025-07-10T15:35:47.844882,29,2.49,275.31,-278.73,-2.262,4.524,-2.252,50.0,1245.1,-5.63238,1245.50244,627.69996
