timestamp,time_seq,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,frequency,power_total,power_a,power_b,power_c
2025-07-13T16:18:48.349120,4,-0.0,269.5,-269.6,-2.49,4.95,-2.55,50.0,2022,0.0,1334.025,687.48
2025-07-13T16:18:48.349221,5,-0.0,269.5,-269.5,-2.46,4.97,-2.5,50.0,2014,0.0,1339.415,673.75
2025-07-13T16:18:48.349279,6,0.0,269.5,-269.6,-2.52,4.97,-2.51,50.0,2017,-0.0,1339.415,676.696
2025-07-13T16:18:48.349318,7,-0.0,269.5,-269.6,-2.52,5.02,-2.51,50.0,2030,0.0,1352.8899999999999,676.696
2025-07-13T16:18:49.159136,5,-0.0,269.5,-269.6,-2.49,4.95,-2.55,50.0,2022,0.0,1334.025,687.48
2025-07-13T16:18:49.160648,6,-0.0,269.5,-269.5,-2.46,4.97,-2.5,50.0,2014,0.0,1339.415,673.75
2025-07-13T16:18:49.161222,7,0.0,269.5,-269.6,-2.52,4.97,-2.51,50.0,2017,-0.0,1339.415,676.696
2025-07-13T16:18:49.161666,8,-0.0,269.5,-269.6,-2.52,5.02,-2.51,50.0,2030,0.0,1352.8899999999999,676.696
2025-07-13T16:18:49.162448,9,-0.0,269.6,-269.6,-2.5,5.01,-2.5,50.0,2025,0.0,1350.6960000000001,674.0
2025-07-13T16:18:49.463720,9,-0.0,269.6,-269.6,-2.51,4.98,-2.46,50.0,2005,0.0,1342.6080000000002,663.216
2025-07-13T16:18:49.463869,10,-0.0,269.6,-269.6,-2.55,5.04,-2.46,50.0,2022,0.0,1358.784,663.216
2025-07-13T16:18:49.463922,11,-0.0,269.6,-269.6,-2.47,4.99,-2.47,50.0,2011,0.0,1345.304,665.9120000000001
2025-07-13T16:18:49.463957,12,-0.0,269.6,-269.6,-2.48,4.95,-2.53,50.0,2019,0.0,1334.5200000000002,682.088
2025-07-13T16:18:50.175655,10,-0.0,269.6,-269.6,-2.51,4.98,-2.46,50.0,2005,0.0,1342.6080000000002,663.216
2025-07-13T16:18:50.175910,11,-0.0,269.6,-269.6,-2.55,5.04,-2.46,50.0,2022,0.0,1358.784,663.216
2025-07-13T16:18:50.176043,12,-0.0,269.6,-269.6,-2.47,4.99,-2.47,50.0,2011,0.0,1345.304,665.9120000000001
2025-07-13T16:18:50.176169,13,-0.0,269.6,-269.6,-2.48,4.95,-2.53,50.0,2019,0.0,1334.5200000000002,682.088
2025-07-13T16:18:50.176282,14,-0.0,269.7,-269.7,-2.49,5.04,-2.55,50.0,2046,0.0,1359.288,687.7349999999999
2025-07-13T16:18:50.375827,14,0.0,269.7,-269.7,-2.47,5.05,-2.46,50.0,2026,-0.0,1361.985,663.462
