timestamp,time_seq,voltage,current,power,temperature,frequency
2025-01-01 03:22:51,1,3.3,0.101,0.333,24.8,50.0
2025-01-01 03:22:59,1,3.3,0.102,0.336,25.2,50.0
2025-01-01 03:23:11,1,3.31,0.1,0.329,25.0,50.0
2025-01-01 03:23:20,1,3.29,0.098,0.323,25.0,50.0
2025-01-01 03:23:31,1,3.3,0.099,0.327,25.2,50.0
2025-01-01 03:23:39,1,3.3,0.102,0.337,24.8,50.0
2025-01-01 03:23:51,1,3.31,0.1,0.331,24.9,50.0
2025-01-01 03:23:59,1,3.3,0.101,0.335,25.1,50.0
2025-01-01 03:24:08,1,3.31,0.1,0.332,24.9,50.0
2025-01-01 03:24:34,1,3.3,0.101,0.334,25.0,50.0
2025-01-01 03:24:48,1,3.31,0.099,0.328,25.1,50.0
2025-01-01 03:24:59,1,3.3,0.099,0.328,25.2,50.0
2025-01-01 03:25:06,1,3.31,0.098,0.324,24.8,50.0
2025-01-01 03:25:28,1,3.3,0.099,0.326,24.8,50.0
2025-01-01 03:25:36,1,3.31,0.099,0.327,25.2,50.0
2025-01-01 03:25:44,1,3.31,0.102,0.338,24.9,50.0
2025-01-01 03:25:56,1,3.3,0.101,0.332,24.9,50.0
2025-01-01 03:26:03,1,3.29,0.101,0.334,25.0,50.0
2025-01-01 03:26:12,1,3.3,0.102,0.337,25.0,50.0
2025-01-01 03:26:23,1,3.3,0.099,0.327,24.8,50.0
2025-01-01 03:26:34,1,3.31,0.098,0.324,25.1,50.0
2025-01-01 03:26:52,1,3.3,0.102,0.335,24.9,50.0
2025-01-01 03:27:00,1,3.31,0.099,0.329,25.2,50.0
2025-01-01 03:27:12,1,3.3,0.102,0.336,25.0,50.0
2025-01-01 03:27:25,1,3.31,0.099,0.326,24.9,50.0
2025-01-01 03:27:33,1,3.3,0.098,0.323,25.1,50.0
2025-01-01 03:27:41,1,3.31,0.098,0.324,24.9,50.0
2025-01-01 03:27:52,1,3.3,0.101,0.334,25.1,50.0
2025-01-01 03:28:00,1,3.29,0.101,0.331,24.9,50.0
2025-01-01 03:28:08,1,3.29,0.099,0.327,25.0,50.0
