timestamp,time_seq,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,frequency,power_total,power_a,power_b,power_c
2025-07-10T15:36:31.201423,10,-1.87,279.35,-278.42,-2.475,5.05,-2.465,50.0,1421.4,4.62825,1410.7175,686.3053
2025-07-10T15:36:31.201631,11,-0.93,276.86,-278.42,-2.637,5.269,-2.632,50.0,1468.1,2.45241,1458.7753400000001,732.8014400000001
2025-07-10T15:36:31.201732,12,1.56,275.31,-279.97,-2.738,5.501,-2.783,50.0,1517.8,-4.27128,1514.4803100000001,779.15651
2025-07-10T15:36:31.201791,13,-2.18,279.35,-278.73,-2.758,5.451,-2.778,50.0,1536.3,6.012440000000001,1522.73685,774.31194
2025-07-10T15:36:31.201839,14,2.49,278.42,-276.86,-2.697,5.299,-2.692,50.0,1475.8,-6.715530000000001,1475.34758,745.30712
2025-07-10T15:36:31.201885,15,0.31,274.69,-276.24,-2.51,4.99,-2.46,50.0,1375.9,-0.7780999999999999,1370.7031,679.5504
2025-07-10T15:36:31.201928,16,2.8,274.69,-279.04,-2.378,4.721,-2.388,50.0,1295.9,-6.6584,1296.81149,666.34752
2025-07-10T15:36:31.201996,17,0.93,276.55,-274.37,-2.252,4.514,-2.262,50.0,1251.5,-2.09436,1248.3467,620.62494
2025-07-10T15:36:31.202061,18,2.8,277.49,-278.73,-2.287,4.474,-2.272,50.0,1240.4,-6.403599999999999,1241.49026,633.27456
2025-07-10T15:36:31.202127,19,-2.18,280.6,-276.55,-2.308,4.756,-2.403,50.0,1345.3,5.03144,1334.5336000000002,664.54965
2025-07-10T15:36:31.591575,11,-1.87,279.35,-278.42,-2.475,5.05,-2.465,50.0,1421.4,4.62825,1410.7175,686.3053
2025-07-10T15:36:31.591884,12,-0.93,276.86,-278.42,-2.637,5.269,-2.632,50.0,1468.1,2.45241,1458.7753400000001,732.8014400000001
2025-07-10T15:36:31.592036,13,1.56,275.31,-279.97,-2.738,5.501,-2.783,50.0,1517.8,-4.27128,1514.4803100000001,779.15651
2025-07-10T15:36:31.592149,14,-2.18,279.35,-278.73,-2.758,5.451,-2.778,50.0,1536.3,6.012440000000001,1522.73685,774.31194
2025-07-10T15:36:31.592253,15,2.49,278.42,-276.86,-2.697,5.299,-2.692,50.0,1475.8,-6.715530000000001,1475.34758,745.30712
2025-07-10T15:36:31.592365,16,0.31,274.69,-276.24,-2.51,4.99,-2.46,50.0,1375.9,-0.7780999999999999,1370.7031,679.5504
2025-07-10T15:36:31.592474,17,2.8,274.69,-279.04,-2.378,4.721,-2.388,50.0,1295.9,-6.6584,1296.81149,666.34752
2025-07-10T15:36:31.592582,18,0.93,276.55,-274.37,-2.252,4.514,-2.262,50.0,1251.5,-2.09436,1248.3467,620.62494
2025-07-10T15:36:31.592716,19,2.8,277.49,-278.73,-2.287,4.474,-2.272,50.0,1240.4,-6.403599999999999,1241.49026,633.27456
2025-07-10T15:36:31.592851,20,-2.18,280.6,-276.55,-2.308,4.756,-2.403,50.0,1345.3,5.03144,1334.5336000000002,664.54965
2025-07-10T15:36:31.592980,21,0.0,274.37,-275.93,-2.53,4.985,-2.505,50.0,1374.0,-0.0,1367.7344500000002,691.20465
2025-07-10T15:36:31.952892,21,0.62,279.97,-279.66,-2.622,5.319,-2.612,50.0,1494.3,-1.62564,1489.1604300000001,730.4719200000001
2025-07-10T15:36:31.953085,22,0.0,278.73,-275.62,-2.713,5.426,-2.743,50.0,1519.8,-0.0,1512.3889800000002,756.02566
2025-07-10T15:36:31.953229,23,-2.49,275.0,-275.93,-2.763,5.456,-2.718,50.0,1514.5,6.87987,1500.4,749.97774
2025-07-10T15:36:31.953304,24,-2.49,275.93,-280.29,-2.677,5.314,-2.597,50.0,1479.7,6.665730000000001,1466.29202,727.91313
2025-07-10T15:36:31.953356,25,-0.62,277.48,-274.38,-2.48,4.965,-2.545,50.0,1385.7,1.5376,1377.6882,698.2971
2025-07-10T15:36:31.953416,26,2.49,278.73,-277.8,-2.393,4.681,-2.318,50.0,1304.2,-5.95857,1304.73513,643.9404000000001
2025-07-10T15:36:31.953491,27,-2.49,275.0,-280.29,-2.222,4.549,-2.272,50.0,1261.8,5.532780000000001,1250.9750000000001,636.81888
2025-07-10T15:36:31.953591,28,-2.8,278.42,-276.24,-2.262,4.509,-2.227,50.0,1266.8,6.3336,1255.39578,615.18648
